# 🟢 WORKING Proxies (API Validated)
# API: cf-workers-checkproxyip.pages.dev
# Validated: Thu Jul 16 22:55:46 UTC 2026

38.60.193.247:13300 | 386ms
47.74.254.191:8900 | 57ms
146.235.18.248:45137 | 56ms
213.35.108.135:12596 | 47ms
138.2.74.219:28616 | 53ms
129.150.36.188:53435 | 52ms
138.2.95.61:1111 | 50ms
45.76.183.217:49292 | 60ms
91.192.81.154:2053 | 58ms
143.42.66.91:443 | 66ms
164.52.2.100:443 | 70ms
164.52.2.98:443 | 49ms
164.52.2.99:443 | 66ms
168.138.171.70:23280 | 53ms
168.138.165.174:443 | 57ms
213.35.100.31:47112 | 51ms
43.156.116.194:443 | 57ms
5.34.176.119:81 | 49ms
13.250.131.37:443 | 50ms

# 📊 Statistics
# Total Tested: 19
# Working: 19
# Dead: 0
# Success Rate: 100%
# Validated: Thu Jul 16 22:55:52 UTC 2026
