# 🟢 WORKING Proxies (API Validated)
# API: cf-workers-checkproxyip.pages.dev
# Validated: Sun Apr 26 18:55:01 UTC 2026

38.60.193.247:13300 | 86ms
47.74.254.191:8900 | 51ms
129.150.58.86:57621 | 75ms
146.235.18.248:45137 | 63ms
138.2.89.238:43254 | 65ms
178.128.80.43:443 | 51ms
194.127.193.240:50791 | 55ms
138.2.74.219:28616 | 71ms
129.150.36.188:53435 | 53ms
138.2.95.61:1111 | 67ms
45.76.183.217:49292 | 68ms
51.79.158.58:8443 | 72ms
91.192.81.154:2053 | 49ms
104.248.145.216:443 | 56ms
146.235.19.79:28983 | 54ms
164.52.2.100:443 | 62ms
164.52.2.99:443 | 55ms
164.52.2.98:443 | 72ms
168.138.171.70:23280 | 54ms
168.138.165.174:443 | 55ms
185.81.28.95:30503 | 51ms
194.36.179.17:2053 | 73ms
194.36.179.17:8443 | 54ms
213.35.100.31:47112 | 51ms
143.42.66.91:443 | 51ms
43.156.116.194:443 | 56ms
43.156.181.203:443 | 51ms
51.79.158.58:2053 | 54ms
5.34.176.119:81 | 57ms
13.250.131.37:443 | 58ms

# 📊 Statistics
# Total Tested: 30
# Working: 30
# Dead: 0
# Success Rate: 100%
# Validated: Sun Apr 26 18:55:09 UTC 2026
